Puesto,Empresa,Ubicación,Link
Oficial de Atención al Cliente Sunchales,Grupo Petersen,"Sunchales, Santa Fe",https://www.bumeran.com.ar/empleos/oficial-de-atencion-al-cliente-sunchales-grupo-petersen-1117352481.html
Jefe de Taller - San Martin,GI GROUP Argentina,"San Martin, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-taller-san-martin-gi-group-argentina-1117352376.html
Ejecutivo de Ventas B2B (Zona Sur GBA),GI GROUP Argentina,"Quilmes Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/ejecutivo-de-ventas-b2b-zona-sur-gba-gi-group-argentina-1117170959.html
Ejecutivo de ventas en calle B2B,Actualizado hace 8 días,"San Martin, Buenos Aires",https://www.bumeran.com.ar/empleos/ejecutivo-de-ventas-en-calle-b2b-gi-group-argentina-1116915879.html
Operador de Preprensa,Actualizado hace 2 días,"Quilmes, Buenos Aires",https://www.bumeran.com.ar/empleos/operador-de-preprensa-1116900136.html
Coordinador/a para mesa operativa de empresa de ID,Actualizado hace 5 horas,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/coordinador-a-para-mesa-operativa-de-empresa-de-id-1116635769.html
Instalador / Electricista,Actualizado hace 7 horas,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/instalador-electricista-1116459748.html
Vendedor/a para Optica con Experiencia ZONA NUÑEZ,Actualizado hace 6 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-a-para-optica-con-experiencia-zona-nunez-optica-best-view-1117703354.html
Asistente Administrativo Contable Masculino,Actualizado hace 12 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-administrativo-contable-masculino-optical-technologies-srl-1117702496.html
Auxiliar de Depósito,Actualizado hace 8 días,"Ramos Mejía, Buenos Aires",https://www.bumeran.com.ar/empleos/auxiliar-de-deposito-1117701360.html
Operario- Ensamblador,Protekip,"Avellaneda, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-ensamblador-protekip-1117700950.html
Analista Contable,Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-contable-binah-deco-1117699244.html
Analista contable Sr (Empresa industrial ),Actualizado hace 14 días,"Haedo, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-contable-sr-empresa-industrial--bayton-1117699099.html
Operario de depósito,Actualizado hace más de 15 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-de-deposito-binah-deco-1117698862.html
Vendedor,La Revisteria,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-la-revisteria-1117698521.html
Administrativa contable,Actualizado hace 8 días,"Haedo, Buenos Aires",https://www.bumeran.com.ar/empleos/administrativa-contable-1117698051.html
Agente de Propaganda Médica (APM),Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/agente-de-propaganda-medica-apm-biferdil-srl-1117697733.html
INGENIERO DE PRODUCTO,Actualizado ayer,"La Tablada, Buenos Aires",https://www.bumeran.com.ar/empleos/ingeniero-de-producto-1117697730.html
Empleado de Mantenimiento y Limpieza,5ESES,"Tapiales, Buenos Aires",https://www.bumeran.com.ar/empleos/empleado-de-mantenimiento-y-limpieza-5eses-1117697722.html
Desarrollador React Native Jr/Ssr,Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/desarrollador-react-native-jr-ssr-pamela-yedro-1117697619.html
Asesor Tecnico Comercial BUENOS AIRES,Actualizado hace 7 días,"Garin, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-tecnico-comercial-buenos-aires-kaeser-1117697615.html
Asesor Tecnico Comercial CORDOBA,Kaeser,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/asesor-tecnico-comercial-cordoba-kaeser-1117697590.html
Analista de Capital Humano,Actualizado hace 14 días,"Pilar, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-capital-humano-adecco-argentina-region-office-1117697480.html
Vendedor/a viajante de productos de belleza capilar,Actualizado hace 2 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-a-viajante-de-productos-de-belleza-capilar-adecco-permanent-talent-1117697473.html
"Analista de Comercio Exterior/ Boedo, Caba",Actualizado hace 14 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-comercio-exterior-boedo-caba-adecco-permanent-talent-1117697255.html
VENDEDOR,Actualizado hace 55 minutos,"Rosario, Santa Fe",https://www.bumeran.com.ar/empleos/vendedor-1117697249.html
VENDEDOR,Actualizado hace 6 días,"San Salvador de Jujuy, Jujuy",https://www.bumeran.com.ar/empleos/vendedor-1117697240.html
H - Steward - Bacheros - San Isidro,Actualizado ayer,"San Isidro, Buenos Aires",https://www.bumeran.com.ar/empleos/h-steward-bacheros-san-isidro-grupo-gestion-1117697128.html
Vendedor para pinturería con experiencia previa,Actualizado hace 14 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/vendedor-para-pintureria-con-experiencia-previa-1117697123.html
H - Steward - Bacheros - Vicente Lopez,Actualizado ayer,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/h-steward-bacheros-vicente-lopez-grupo-gestion-1117697102.html
H - Steward - Bacheros - Tigre,Actualizado hace 4 horas,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/h-steward-bacheros-tigre-grupo-gestion-1117696999.html
COLORISTA TEXTIL,Actualizado hace 13 días,"Munro, Buenos Aires",https://www.bumeran.com.ar/empleos/colorista-textil-1117696990.html
Ingeniero Electromecánico,Actualizado hace más de 15 días,"Río Grande, Tierra del Fuego",https://www.bumeran.com.ar/empleos/ingeniero-electromecanico-novatech-solutions-sa-1117696987.html
Analista de Trafico/Logistica,Actualizado hace 14 minutos,"Monte Grande, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-trafico-logistica-1117696860.html
Analista de Compras,Actualizado hace 8 días,"Mendoza, Mendoza",https://www.bumeran.com.ar/empleos/analista-de-compras-1117696850.html
Analista de Paid Media & CRM,Actualizado ayer,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-paid-media-crm-billabong-1117696748.html
Repositor externo -Olivos- Eventual,Actualizado hace 6 días,"Olivos, Buenos Aires",https://www.bumeran.com.ar/empleos/repositor-externo-olivos-eventual-manpower-1117696623.html
Tipeo de informes médicos,Actualizado hace 6 horas,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tipeo-de-informes-medicos-megared-corp-sociedad-anonima-1117696610.html
"Base de Talentos - Contabilidad, Administración y similares",Actualizado hace 4 horas,"Gobernador Ing. Valentín Virasoro, Corrientes",https://www.bumeran.com.ar/empleos/base-de-talentos-contabilidad-administracion-y-similares-1117696609.html
Asesor comercial de planes - Obra Social,Actualizado hace 6 días,"Arroyito, Córdoba",https://www.bumeran.com.ar/empleos/asesor-comercial-de-planes-obra-social-ospe-obra-social-de-petroleros-1117695941.html
Responsable de ventas - Zona oeste,Actualizado hace 13 días,"Castelar, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-de-ventas-zona-oeste-1117695831.html
Coordinador/a de Tesorería,Actualizado hace 8 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/coordinador-a-de-tesoreria-south-america-implants-sa-1117695626.html
Jefe de Mantenimiento - División Baños Químicos,Actualizado hace 6 días,"Don Torcuato, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-mantenimiento-division-banos-quimicos-onix-human-resources-consulting-s.a.-1117695274.html
Analista Contable,Actualizado hace 7 días,"Ezeiza, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-contable-one-select-1117695167.html
Abogado con experiencia en Real State,Actualizado hace 8 días,"Escobar, Buenos Aires",https://www.bumeran.com.ar/empleos/abogado-con-experiencia-en-real-state-grupo-abans--consultora-de-rrhh-1117695163.html
"Asesor Comercial (Zarate, Campana y/o alrededores)",Actualizado hace más de 15 días,"Zarate, Buenos Aires",https://www.bumeran.com.ar/empleos/asesor-comercial-zarate-campana-y-o-alrededores-swiss-medical-1117694940.html
Cajera Mayorista,Actualizado hace 12 días,"La Plata, Buenos Aires",https://www.bumeran.com.ar/empleos/cajera-mayorista-mooks-1117694813.html
Jefe de Logística,Actualizado ayer,"La Tablada, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-logistica-1117694680.html
Jefe de Compras,ONIX HUMAN RESOURCES CONSULTING S.A.,"Don Torcuato, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-compras-onix-human-resources-consulting-s.a.-1117694554.html
Operario,AUTOMAT ARGENTINA S.A.,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-automat-argentina-s.a.-1117693996.html
Líder de producto,Actualizado hace 2 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/lider-de-producto-baires-hr-1117693534.html
Ingeniero Proyectista industria metalurgica San Luis Capital,Actualizado hace 14 horas,"San Luis, San Luis",https://www.bumeran.com.ar/empleos/ingeniero-proyectista-industria-metalurgica-san-luis-capital-manpower-1117693532.html
Líder de Producción (Importante empresa automotriz/Córdoba),Actualizado hace 14 días,"Córdoba, Córdoba",https://www.bumeran.com.ar/empleos/lider-de-produccion-importante-empresa-automotriz-cordoba-adecco-permanent-talent-1117693411.html
Analista de Compras Empresa de Bienes para el Hogar,Actualizado hace 14 horas,"Burzaco, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-compras-empresa-de-bienes-para-el-hogar-manpower-1117693195.html
Analista contable,Actualizado hace 2 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-contable-baires-hr-1117693078.html
Gerente comercial (Rubro Telecomunicaciones) zona CABA,Actualizado hace 14 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/gerente-comercial-rubro-telecomunicaciones-zona-caba-grupo-gestion-1117692844.html
MEDICO ESPECIALISTA EN FIBROSIS QUISTICA ADULTOS,Actualizado ayer,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/medico-especialista-en-fibrosis-quistica-adultos-helios-salud-1117692742.html
Encargado local gastronomico,Actualizado hace 11 días,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/encargado-local-gastronomico-1117692614.html
Local Officer QHSE / TÜV Rheinland Argentina.,Actualizado hace 7 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/local-officer-qhse-tuv-rheinland-argentina.-tuv-rheinland-argentina-s.a.-1117692260.html
Analista Contable Semi Senior,Actualizado ayer,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-contable-semi-senior-1117691848.html
ASISTENTE ADMINISTRATIVO,Actualizado hace 7 días,"Florida, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-administrativo-1117691517.html
Responsable de Contabilidad e Impuestos,Actualizado hace 7 días,"Villa Martelli, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-de-contabilidad-e-impuestos-jph-lions-1117691402.html
Pasteleros/Ayudantes,Actualizado hace 25 minutos,"General Pacheco, Buenos Aires",https://www.bumeran.com.ar/empleos/pasteleros-ayudantes-degourmet-s.a.-1117691055.html
RESPONSABLE DE COMPRAS y ABASTECIMIENTO.,Actualizado hace 8 días,"El Talar, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-de-compras-y-abastecimiento.-degourmet-s.a.-1117690942.html
Administrativo Comercial de Autopartes,Actualizado hace 6 horas,"Florida, Buenos Aires",https://www.bumeran.com.ar/empleos/administrativo-comercial-de-autopartes-1117690697.html
Control Calidad y Garantías en Planta,Actualizado hace 2 días,"Garin, Buenos Aires",https://www.bumeran.com.ar/empleos/control-calidad-y-garantias-en-planta-1117690616.html
JEFE de Mora Temprana,Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/jefe-de-mora-temprana-1117690601.html
Soporte Técnico IT SSR,Baires HR,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/soporte-tecnico-it-ssr-baires-hr-1117690283.html
Responsable de Garantía de Calidad,Actualizado hace 6 días,"Vicente López, Buenos Aires",https://www.bumeran.com.ar/empleos/responsable-de-garantia-de-calidad-laboratorios-bacon-saic-1117690064.html
Coordinador General de Logística en Centro de Distribución,Actualizado hace 5 horas,"Ingeniero Maschwitz, Buenos Aires",https://www.bumeran.com.ar/empleos/coordinador-general-de-logistica-en-centro-de-distribucion-1117689945.html
Supervisor(a) de operaciones Logísticas,Actualizado hace 2 horas,"General Pacheco, Buenos Aires",https://www.bumeran.com.ar/empleos/supervisora-de-operaciones-logisticas-grupo-gestion-1117689472.html
Ejecutivo de Ventas viajante rubro motocicletas Salta Y Jujuy,Manpower,"San Salvador de Jujuy, Jujuy",https://www.bumeran.com.ar/empleos/ejecutivo-de-ventas-viajante-rubro-motocicletas-salta-y-jujuy-manpower-1117689471.html
ASISTENTE DE RECURSOS HUMANOS,Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/asistente-de-recursos-humanos-trigal-alimentos-congelados-1117689354.html
Senior Java Developer (Remote-USD),Actualizado hace 2 días,"Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/senior-java-developer-remote-usd-baires-hr-1117688726.html
OPERARIOS PARA FABRICACION DE CORTINAS ROLLER - PARQUE INDUSTRIAL BURZACO,Actualizado hace 13 días,"Burzaco, Buenos Aires",https://www.bumeran.com.ar/empleos/operarios-para-fabricacion-de-cortinas-roller-parque-industrial-burzaco-asoko-tempo-sa-1117688607.html
Analista de Calidad,Actualizado ayer,"Villa Madero, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-de-calidad-arrive-rrhh-1117688500.html
Lider de Contabiliad e Impuestos,Actualizado hace 2 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/lider-de-contabiliad-e-impuestos-baires-hr-1117688397.html
Técnico/a Electromecánico zona Lugano,Actualizado hace 13 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-a-electromecanico-zona-lugano-grupo-gestion-1117687865.html
Técnico/a de mantenimiento edilicio zona Ezeiza,Actualizado hace 8 días,"El Jagüel, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-a-de-mantenimiento-edilicio-zona-ezeiza-grupo-gestion-1117687756.html
Operario Armador de pedidos,Actualizado hace 8 días,"Florida Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/operario-armador-de-pedidos-rrhh-coeco-1117686065.html
Analista Comercial eCommerce,Actualizado hace más de 15 días,"Gran Buenos Aires, Buenos Aires",https://www.bumeran.com.ar/empleos/analista-comercial-ecommerce-1117612650.html
Vendedor Viajante,Actualizado hace 4 días,"Trelew, Chubut",https://www.bumeran.com.ar/empleos/vendedor-viajante-metodo-1117237647.html
TELEMARKETER-VENTAS CORPORATIVAS,Actualizado hace 13 días,"La Tablada, Buenos Aires",https://www.bumeran.com.ar/empleos/telemarketer-ventas-corporativas-music-co-1117203866.html
Representante de Ventas en Campo (Eventual) Monte Grande – req191479,Actualizado hace 14 días,"Monte Grande, Buenos Aires",https://www.bumeran.com.ar/empleos/representante-de-ventas-en-campo-eventual-monte-grande--req191479-manpower-1117089337.html
Representante de Ventas en Campo (Eventual) Adrogué – req191480,Actualizado hace 14 días,"Adrogué, Buenos Aires",https://www.bumeran.com.ar/empleos/representante-de-ventas-en-campo-eventual-adrogue--req191480-manpower-1117089288.html
Inspector de Calidad- Permanente,Manpower,"General Rodríguez, Buenos Aires",https://www.bumeran.com.ar/empleos/inspector-de-calidad-permanente-manpower-1117065127.html
APILADORISTA,Actualizado hace 8 días,"Loma Hermosa, Buenos Aires",https://www.bumeran.com.ar/empleos/apiladorista-asoko-tempo-sa-1116966469.html
Empleado de Cotizaciones para Droguería,Actualizado hace 8 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/empleado-de-cotizaciones-para-drogueria-1116899470.html
Jefaturas de equipos viales,Actualizado hace 2 días,"Quilmes Oeste, Buenos Aires",https://www.bumeran.com.ar/empleos/jefaturas-de-equipos-viales-1116824422.html
666 SI | RESPONSABLE DE MARKETING | FULL PRESENCIAL | CALZADO E INDUMENTARIA | ZONA TIGRE,Actualizado hace 12 días,"Tigre, Buenos Aires",https://www.bumeran.com.ar/empleos/666-si-|-responsable-de-marketing-|-full-presencial-|-calzado-e-indumentaria-|-zona-tigre-cona-consultores-en-rrhh-1116813722.html
Supervisor de Mantenimiento Electromecanico,Actualizado hace 2 días,"General Rodríguez, Buenos Aires",https://www.bumeran.com.ar/empleos/supervisor-de-mantenimiento-electromecanico-manpower-1116736543.html
Libreria y centro de copiado minorista busca vendedor y operador grafico,Actualizado ayer,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/libreria-y-centro-de-copiado-minorista-busca-vendedor-y-operador-grafico-1116705734.html
TÉCNICO INSTALADOR DE SEGURIDAD ELECTRÓNICA,Actualizado hace 2 días,"Capital Federal, Buenos Aires",https://www.bumeran.com.ar/empleos/tecnico-instalador-de-seguridad-electronica-asoko-tempo-sa-1116692021.html
